Cueanexo,departamento_id,SNU,SNU - INET,Secundario - INET,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario
20265500,2070,0,0,0,0,0,0,0
20265600,2042,0,0,0,0,0,0,0
20265900,2091,0,0,0,0,0,0,0
20266200,2007,0,0,0,0,0,0,0
20266300,2049,0,0,0,0,0,0,0
20266500,2056,0,0,0,0,0,0,0
20267000,2042,0,0,0,0,0,0,0
20267200,2098,0,0,0,0,0,0,0
20267400,2077,0,0,0,0,0,0,0
20267600,2084,0,0,0,0,0,0,0
20267800,2091,0,0,0,0,0,0,0
20267900,2084,0,0,0,0,0,0,0
20268000,2035,0,0,0,0,0,0,0
20268200,2070,0,0,0,0,0,0,0
20268300,2042,0,0,0,0,0,0,0
20268400,2084,0,0,0,0,0,0,0
20268600,2035,0,0,0,0,0,0,0
20268900,2028,0,0,0,0,0,0,0
20269000,2056,0,0,0,0,0,0,0
20269100,2042,0,0,0,0,0,0,0
20269200,2042,0,0,0,0,0,0,0
20269300,2035,0,0,0,0,0,0,0
20269400,2007,0,0,0,0,0,0,0
20269600,2084,0,0,0,0,0,0,0
20269800,2042,0,0,0,0,0,0,0
20270000,2049,0,0,0,0,0,0,0
20270100,2098,0,0,0,0,0,0,0
20270300,2091,0,0,0,0,0,0,0
20270400,2007,0,0,0,0,0,0,0
20270800,2070,0,0,0,0,0,0,0
20271100,2105,0,0,0,0,0,0,0
20271200,2049,0,0,0,0,0,0,0
20271300,2077,0,0,0,0,0,0,0
20271400,2014,0,0,0,0,0,0,0
20271500,2014,0,0,0,0,0,0,0
20271600,2091,0,0,0,0,0,0,0
20271700,2035,0,0,0,0,0,0,0
20271800,2063,0,0,0,0,0,0,0
20272200,2042,0,0,0,0,0,0,0
20272300,2035,0,0,0,0,0,0,0
20272400,2014,0,0,0,0,0,0,0
20272600,2007,0,0,0,0,0,0,0
20272700,2021,0,0,0,0,0,0,0
20272800,2077,0,0,0,0,0,0,0
20272900,2042,0,0,0,0,0,0,0
20273100,2042,0,0,0,0,0,0,0
20273300,2091,0,0,0,0,0,0,0
20273400,2091,0,0,0,0,0,0,0
20273700,2021,1,0,0,0,0,0,0
20273800,2007,0,0,0,0,0,0,0
20273900,2007,1,0,0,0,0,0,0
20274000,2070,0,0,0,1,0,0,0
20274204,2098,1,0,0,0,0,0,0
20274214,2007,1,0,0,0,0,0,0
20274300,2007,0,0,0,0,0,0,0
20274301,2049,0,0,0,0,0,0,0
20274302,2098,0,0,0,0,0,0,0
20274303,2021,0,0,0,0,0,0,0
20274306,2077,0,0,0,0,0,0,0
20274307,2049,0,0,0,0,0,0,0
20274308,2070,0,0,0,0,0,0,0
20274309,2056,0,0,0,0,0,0,0
20274310,2028,0,0,0,0,0,0,0
20274500,2028,0,0,0,1,1,0,0
20274700,2098,1,0,0,0,0,0,0
20274800,2049,0,0,0,0,0,1,0
20274900,2042,0,0,0,0,0,0,0
20275000,2105,0,0,0,0,0,0,0
20275200,2049,0,0,0,0,0,0,1
20275500,2035,0,0,0,0,0,0,0
20275600,2007,0,0,0,0,0,0,0
20275700,2028,0,0,0,0,0,0,0
20275900,2049,0,0,0,0,0,0,0
20276000,2077,0,0,0,0,0,0,0
20276100,2049,0,0,0,0,0,0,0
20276500,2035,0,0,0,0,0,0,0
20276600,2007,0,0,0,0,0,0,0
20276900,2077,0,0,0,0,0,0,0
20277400,2105,0,0,0,0,0,0,0
20277500,2105,0,0,0,0,0,0,0
20277800,2063,0,0,0,0,0,0,0
20277900,2035,0,0,0,0,0,0,0
20278000,2098,0,0,0,0,0,0,0
20278100,2021,0,0,0,0,0,0,0
20278200,2063,0,0,0,0,0,0,0
20278400,2007,0,0,0,0,0,0,0
20278700,2007,1,1,0,0,0,0,0
20278800,2042,0,0,0,0,0,0,0
20279100,2007,0,0,0,0,0,0,0
20279300,2028,0,0,0,1,1,1,1
20279400,2007,0,0,0,0,0,0,0
20279500,2007,0,0,0,0,0,0,0
20279700,2021,0,0,0,0,0,0,0
20279900,2014,0,0,0,0,0,0,0
20280000,2098,0,0,0,1,0,0,0
20280100,2098,0,0,0,0,1,1,1
20280200,2056,0,0,0,1,1,0,0
20280300,2028,0,0,0,1,1,0,0
20280301,2028,0,0,0,0,1,0,0
20280400,2056,0,0,0,1,1,0,0
20280600,2042,0,0,0,0,0,0,0
20280700,2077,0,0,0,0,0,0,0
20280800,2105,0,0,0,0,0,0,0
20280900,2056,0,0,0,0,0,0,0
20281000,2056,0,0,0,0,0,1,0
20281100,2063,0,0,0,0,0,0,0
20281400,2007,0,0,0,0,1,0,0
20281500,2014,0,0,0,0,0,1,1
20281600,2084,0,0,0,1,1,0,0
20281700,2007,1,0,0,0,0,0,0
20282000,2014,1,0,0,0,0,0,0
20282100,2105,1,0,0,0,0,0,0
20282200,2021,1,1,0,0,0,0,0
20282300,2035,1,1,0,0,0,0,0
20282400,2105,0,0,0,1,1,1,0
20282500,2049,0,0,0,1,1,1,1
20282600,2028,0,0,0,0,0,0,0
20282700,2028,0,0,0,1,1,1,1
20282800,2028,0,0,0,1,1,0,0
20283000,2091,1,0,0,0,0,0,0
20283100,2098,1,0,0,0,0,0,0
20283500,2084,0,0,0,0,0,0,0
20283800,2021,0,0,0,0,0,0,0
20283900,2091,0,0,0,0,0,0,0
20284100,2042,0,0,0,0,0,0,0
20284300,2007,0,0,0,0,0,0,0
20284500,2007,0,0,0,0,0,0,0
20284600,2028,0,0,0,0,0,0,0
20284700,2028,0,0,0,0,0,0,0
20284800,2049,0,0,0,0,0,0,0
20284900,2077,0,0,0,0,0,0,0
20285000,2028,0,0,0,0,0,0,1
20285100,2021,0,0,0,0,0,0,0
20285300,2028,0,0,0,0,0,0,0
20285400,2021,0,0,0,0,0,0,0
20285500,2105,0,0,0,0,0,0,0
20285700,2098,0,0,0,0,0,0,0
20285800,2007,1,1,0,0,0,0,0
20286200,2056,1,1,0,0,0,0,0
20286300,2098,0,0,0,0,0,0,0
20286500,2105,0,0,0,0,0,0,0
20286600,2049,0,0,0,0,0,0,0
20286700,2105,0,0,0,0,0,0,0
20286800,2021,0,0,0,0,0,0,0
20286900,2028,0,0,0,0,0,0,0
20287000,2028,0,0,0,0,0,0,0
20287100,2056,0,0,0,1,1,0,0
20287200,2007,0,0,0,0,0,0,0
20287300,2063,0,0,0,0,0,0,0
20287400,2007,0,0,0,0,0,0,0
20287500,2063,0,0,0,0,0,0,1
20287600,2014,0,0,0,1,1,0,0
20287800,2028,0,0,0,0,0,0,0
20288000,2105,0,0,0,0,0,0,0
20288100,2084,1,1,0,0,0,0,0
20288500,2007,1,1,0,0,0,0,0
20288700,2091,1,0,0,0,0,0,0
20289000,2014,0,0,0,0,0,0,0
20289100,2105,0,0,0,0,0,0,0
20289600,2007,0,0,0,0,0,0,0
20290200,2084,0,0,0,1,1,0,0
20290300,2056,0,0,0,0,0,0,1
20290400,2042,0,0,0,0,0,0,1
20290500,2056,0,0,0,0,0,0,1
20290700,2014,0,0,0,1,0,0,0
20290800,2035,0,0,0,0,0,0,0
20290900,2007,1,0,0,0,0,0,0
20291000,2042,1,0,0,0,0,0,0
20291100,2063,1,0,0,0,0,0,0
20291500,2091,0,0,0,0,1,0,0
20291700,2070,0,0,0,0,1,0,0
20291900,2028,0,0,0,0,0,0,0
20292000,2035,0,0,0,0,0,0,0
20292300,2091,0,0,0,0,0,0,0
20292700,2021,0,0,0,0,0,0,0
20292800,2049,0,0,0,0,0,0,0
20292900,2084,0,0,0,0,1,1,0
20293000,2021,0,0,0,0,0,0,0
20293100,2077,0,0,0,0,0,0,0
20293200,2035,0,0,0,1,1,0,0
20293400,2014,0,0,0,1,1,0,0
20293500,2028,0,0,0,0,0,0,0
20293501,2028,0,0,0,0,0,0,0
20293502,2063,0,0,0,0,0,0,0
20293600,2028,0,0,0,0,0,0,0
20293700,2098,0,0,0,0,0,0,0
20293800,2035,0,0,0,0,0,0,0
20293900,2007,0,0,0,0,0,0,0
20294000,2077,0,0,0,0,0,0,0
20294100,2056,0,0,0,0,1,0,0
20294200,2014,0,0,0,1,1,0,0
20294300,2028,0,0,0,0,0,1,0
20294400,2014,0,0,0,1,1,1,1
20294500,2070,0,0,0,0,0,0,0
20294600,2056,0,0,0,0,0,0,0
20294800,2063,0,0,0,1,1,0,0
20294900,2056,0,0,0,1,1,0,0
20295000,2056,0,0,0,1,1,0,0
20295100,2007,1,1,0,0,0,0,0
20295200,2056,0,0,0,0,1,0,0
20295300,2021,0,0,0,1,1,0,0
20295400,2007,1,0,0,0,0,0,0
20295500,2098,0,0,0,1,1,0,0
20295600,2028,0,0,0,0,0,0,0
20295700,2063,0,0,0,0,0,0,0
20295800,2021,0,0,0,0,0,0,0
20296000,2105,0,0,0,0,0,0,0
20296100,2056,0,0,0,0,1,0,0
20296500,2035,0,0,0,0,0,0,0
20296600,2035,0,0,0,0,0,0,0
20296700,2070,0,0,0,1,1,0,0
20296800,2077,0,0,0,0,0,0,0
20296900,2007,0,0,0,0,0,0,0
20297000,2105,0,0,0,0,0,0,0
20297100,2091,0,0,0,0,0,0,0
20297400,2077,0,0,0,0,0,0,0
20297500,2021,0,0,0,1,1,0,0
20297600,2091,0,0,0,0,0,0,0
20297800,2056,0,0,0,0,0,0,0
20297900,2077,0,0,0,0,0,0,0
20298100,2070,0,0,0,0,1,0,0
20298200,2056,0,0,0,0,1,0,0
20298300,2028,0,0,0,1,1,1,0
20298400,2056,0,0,0,0,1,0,0
20298500,2098,0,0,0,1,0,0,0
20298600,2056,0,0,0,0,0,0,1
20298700,2056,0,0,1,0,0,0,1
20298900,2056,0,0,0,0,0,1,0
20299000,2084,0,0,0,0,0,0,0
20299100,2056,0,0,0,0,1,0,0
20299300,2007,1,0,0,0,0,0,0
20299400,2014,1,1,0,0,0,0,0
20299500,2014,1,0,0,0,0,0,0
20299600,2007,1,0,0,0,0,0,0
20299700,2084,1,0,0,0,0,0,0
20299900,2070,0,0,0,0,0,0,0
20300000,2042,0,0,0,0,0,0,0
20300100,2091,0,0,0,0,0,0,1
20300101,2091,0,0,0,1,1,0,0
20300200,2084,0,0,0,0,0,0,0
20300300,2028,0,0,0,0,0,0,0
20300400,2091,0,0,0,1,1,0,0
20300700,2028,0,0,0,1,1,0,0
20300800,2035,0,0,0,0,0,0,0
20300900,2007,0,0,0,0,0,0,0
20301000,2056,0,0,0,0,0,1,0
20301001,2056,0,0,0,0,1,0,0
20301100,2007,1,0,0,1,1,0,0
20301200,2070,0,0,0,0,0,0,0
20301300,2056,0,0,0,0,0,0,0
20301400,2007,0,0,0,0,0,0,0
20301500,2007,0,0,0,0,0,0,0
20301600,2028,0,0,0,0,0,0,0
20301700,2056,0,0,0,0,0,0,0
20301800,2014,1,0,0,0,0,0,0
20302000,2049,0,0,0,0,0,0,0
20302100,2091,0,0,0,0,0,0,0
20302400,2042,0,0,0,0,0,0,0
20302500,2091,0,0,0,1,1,0,0
20302700,2007,1,0,0,0,0,0,1
20302701,2042,0,0,0,0,0,0,0
20302703,2028,0,0,0,0,0,0,0
20302704,2105,0,0,0,0,0,0,0
20302705,2098,0,0,0,0,0,0,0
20302706,2077,0,0,0,0,0,0,0
20302707,2021,0,0,0,0,0,0,0
20302708,2042,0,0,0,0,0,0,0
20302709,2007,0,0,0,0,0,0,0
20302710,2014,0,0,0,0,0,0,0
20302711,2091,0,0,0,0,0,0,0
20302712,2014,0,0,0,0,0,0,0
20302713,2091,0,0,0,0,0,0,0
20302714,2035,0,0,0,0,0,0,0
20302715,2007,0,0,0,0,0,0,0
20302716,2021,0,0,0,0,0,0,0
20302717,2056,0,0,0,0,0,0,0
20302718,2035,0,0,0,0,0,0,0
20302719,2021,0,0,0,0,0,0,0
20302720,2028,0,0,0,0,0,0,0
20302800,2063,1,0,0,0,0,0,1
20302801,2070,0,0,0,0,0,0,0
20302802,2021,0,0,0,0,0,0,0
20302803,2007,0,0,0,0,0,0,0
20302804,2007,0,0,0,0,0,0,0
20302805,2063,0,0,0,0,0,0,0
20302806,2007,0,0,0,0,0,0,0
20302807,2098,0,0,0,0,0,0,0
20302808,2070,0,0,0,0,0,0,0
20302809,2049,0,0,0,0,0,0,0
20302810,2035,0,0,0,0,0,0,0
20302811,2098,0,0,0,0,0,0,0
20302812,2077,0,0,0,0,0,0,0
20302813,2021,0,0,0,0,0,0,0
20302814,2063,0,0,0,0,0,0,0
20302815,2014,0,0,0,0,0,0,0
20302816,2077,0,0,0,0,0,0,0
20302817,2070,0,0,0,0,0,0,0
20302818,2028,0,0,0,0,0,0,0
20302819,2077,0,0,0,0,0,0,0
20302820,2063,0,0,0,0,0,0,0
20302821,2021,0,0,0,0,0,0,0
20302822,2021,0,0,0,0,0,0,0
20302823,2077,0,0,0,0,0,0,0
20302824,2007,0,0,0,0,0,0,0
20302825,2042,0,0,0,0,0,0,0
20302900,2070,1,0,0,0,0,0,1
20303000,2084,1,0,0,0,0,0,1
20303100,2028,1,0,0,0,0,0,1
20303200,2063,1,0,0,0,0,0,1
20303300,2056,1,0,0,0,0,0,1
20303400,2035,0,0,0,0,0,0,1
20303500,2070,1,0,0,0,0,0,1
20303600,2098,0,0,0,0,0,0,0
20303700,2056,0,0,0,0,1,0,0
20303800,2084,0,0,0,0,1,0,0
20303900,2028,0,0,0,1,1,0,0
20304000,2014,1,1,0,0,0,0,0
20304100,2049,0,0,0,0,1,0,0
20304200,2077,0,0,0,0,1,1,0
20304400,2091,0,0,0,0,0,0,0
20304500,2049,0,0,0,0,1,0,0
20304600,2042,0,0,0,1,1,1,0
20304900,2021,1,1,0,0,0,0,0
20305000,2021,0,0,0,0,0,0,0
20305100,2105,0,0,0,0,0,0,0
20305200,2098,0,0,0,0,0,0,0
20305500,2098,0,0,0,0,0,0,0
20305600,2077,0,0,0,0,0,0,0
20305700,2007,0,0,0,1,0,0,0
20305800,2035,1,0,0,0,0,0,0
20305900,2021,0,0,0,0,0,0,0
20306100,2056,0,0,0,0,1,0,0
20306200,2028,1,0,0,0,0,0,0
20306300,2063,0,0,0,0,1,0,0
20306400,2035,1,0,0,0,0,0,0
20306600,2021,0,0,0,0,1,0,0
20306700,2105,0,0,0,1,1,0,0
20306900,2056,0,0,0,0,0,0,0
20307000,2007,0,0,0,0,0,0,0
20307100,2056,0,0,0,0,1,0,0
20307300,2091,0,0,0,1,1,0,0
20307400,2084,0,0,0,1,1,0,0
20307500,2063,0,0,1,0,0,0,1
20307600,2028,0,0,0,0,0,1,1
20307700,2014,0,0,0,0,0,0,0
20307800,2042,1,1,0,0,0,0,0
20307900,2056,0,0,0,0,0,1,0
20308000,2056,0,0,0,0,0,1,0
20308200,2021,0,0,0,0,0,0,0
20308300,2028,0,0,0,0,0,0,0
20308400,2007,0,0,0,0,0,0,0
20308500,2007,0,0,0,0,0,0,0
20308600,2007,0,0,0,0,1,0,0
20308700,2007,0,0,0,0,1,0,0
20308800,2035,1,1,0,0,0,0,0
20308900,2007,1,0,0,0,0,0,0
20309000,2007,1,1,0,0,0,0,0
20309100,2063,0,0,0,1,1,0,0
20309200,2063,0,0,0,0,1,0,0
20309300,2007,0,0,0,0,0,1,0
20309400,2056,0,0,0,0,1,0,0
20309500,2028,0,0,0,0,1,0,0
20309600,2063,0,0,0,0,0,1,0
20309700,2084,0,0,0,0,0,0,0
20310000,2049,1,0,0,0,0,0,0
20310100,2035,1,0,0,0,0,0,0
20310300,2028,0,0,0,0,0,0,0
20310400,2007,0,0,0,0,0,0,0
20310700,2014,0,0,0,0,0,0,0
20310800,2007,0,0,0,1,1,0,0
20311200,2056,0,0,0,0,1,0,0
20311300,2084,0,0,0,0,0,0,0
20311400,2070,0,0,0,0,1,0,0
20311500,2077,0,0,0,1,1,0,0
20311600,2028,0,0,0,0,1,0,0
20311700,2042,0,0,0,0,1,0,0
20311800,2028,0,0,0,0,0,0,0
20311900,2105,0,0,0,0,0,0,0
20312000,2098,0,0,0,0,0,0,0
20312100,2028,0,0,0,0,1,0,0
20312200,2007,0,0,0,0,0,0,0
20312300,2091,0,0,0,1,1,0,0
20312400,2028,0,0,0,0,1,0,0
20312500,2056,0,0,0,0,1,0,0
20312600,2070,0,0,0,0,0,1,0
20312700,2056,0,0,0,0,0,1,0
20312800,2028,0,0,0,0,0,1,0
20312900,2056,0,0,0,0,0,1,0
20313000,2007,0,0,0,0,1,0,0
20313100,2007,0,0,0,1,1,0,0
20313200,2021,0,0,0,0,0,0,0
20313300,2056,0,0,0,0,0,0,0
20313900,2056,0,0,0,0,0,0,0
20314000,2042,0,0,0,0,1,0,0
20314100,2014,0,0,0,0,1,0,0
20314200,2098,0,0,0,0,1,0,0
20314300,2049,0,0,0,0,1,0,0
20314400,2042,0,0,0,0,1,0,0
20314800,2035,0,0,0,0,1,0,0
20314900,2028,1,1,0,0,0,0,0
20315300,2007,0,0,0,0,0,0,0
20315400,2105,0,0,0,0,0,0,0
20315600,2084,0,0,0,0,1,0,0
20315700,2007,1,0,0,0,0,0,0
20315900,2077,0,0,0,0,1,0,0
20316000,2035,1,0,0,0,0,0,0
20316100,2105,0,0,0,0,1,0,0
20316200,2035,0,0,0,1,1,0,0
20316300,2028,0,0,0,0,1,0,0
20316400,2007,0,0,0,0,0,0,0
20316700,2007,0,0,0,0,0,0,0
20316800,2014,0,0,0,0,1,0,0
20316900,2014,0,0,0,0,0,0,0
20317000,2042,0,0,0,0,0,0,0
20317100,2021,0,0,0,0,0,0,0
20317200,2042,0,0,0,0,0,0,0
20317300,2091,0,0,0,0,0,0,0
20317400,2098,0,0,0,0,0,0,0
20317500,2105,0,0,0,0,0,0,0
20317600,2098,0,0,0,0,0,0,0
20317700,2084,0,0,0,0,0,0,0
20317800,2021,0,0,0,0,0,0,0
20317900,2105,0,0,0,0,0,0,0
20318000,2021,0,0,0,0,1,0,0
20318100,2042,0,0,0,0,1,0,0
20318200,2028,0,0,0,0,1,0,0
20318300,2021,0,0,0,0,1,0,0
20318400,2007,0,0,0,0,1,0,0
20318500,2028,0,0,0,0,0,1,0
20318600,2077,0,0,0,0,0,0,0
20318800,2007,0,0,0,0,0,0,0
29000500,2007,0,0,0,0,0,0,1
29000700,2007,0,0,0,0,0,0,1
29000800,2014,0,0,0,0,0,0,1
29001300,2028,1,1,0,0,0,0,0
29001400,2014,1,0,0,0,0,0,0
29001600,2007,1,1,0,0,0,0,0
29003000,2042,0,0,0,0,1,1,1
29003001,2098,0,0,0,0,1,0,0
60000100,6049,0,0,0,1,1,0,0
60000200,6049,0,0,0,0,0,1,0
60000300,6427,0,0,0,0,0,1,0
60000400,6427,0,0,0,0,1,1,0
60000600,6568,1,0,0,0,0,0,0
60000700,6568,0,0,0,0,0,1,0
60000900,6568,0,0,0,0,0,1,0
60001000,6568,0,0,0,0,0,1,0
60001200,6408,0,0,0,0,0,0,1
60001300,6408,0,0,0,0,0,1,0
60001400,6408,0,0,0,0,1,0,0
60001500,6408,0,0,0,0,0,1,0
60001600,6408,0,0,0,0,0,1,0
60001700,6408,0,0,0,0,0,1,0
60001800,6408,0,0,0,0,1,0,0
60001900,6408,0,0,0,0,0,0,0
60002000,6408,0,0,0,0,0,1,0
60002100,6408,0,0,0,0,0,0,0
60002101,6408,0,0,0,0,0,0,0
60002102,6408,0,0,0,0,0,0,0
60002103,6408,0,0,0,0,0,0,0
60002104,6408,0,0,0,0,0,0,0
60002200,6408,0,0,0,0,0,1,0
60002300,6408,0,0,0,0,1,0,0
60002400,6854,0,0,0,1,1,0,0
60002500,6854,0,0,0,1,1,0,0
60002600,6854,0,0,0,0,0,0,0
60002601,6854,0,0,0,0,0,0,0
60002602,6854,0,0,0,0,0,0,0
60002700,6497,0,0,0,0,0,1,0
60002800,6497,1,1,0,0,0,0,0
60002900,6497,0,0,0,0,0,0,1
60003000,6497,0,0,0,0,0,0,1
60003200,6413,0,0,0,0,0,1,0
60003300,6413,0,0,0,0,1,0,0
60003400,6413,0,0,0,0,0,1,0
60003500,6413,0,0,0,1,1,0,0
60003700,6413,0,0,0,0,0,1,0
60003800,6413,0,0,0,0,0,1,0
60003900,6413,0,0,0,0,1,0,0
60004000,6413,0,0,0,1,1,0,0
60004100,6413,0,0,0,0,0,1,0
60004200,6410,0,0,0,0,0,1,0
60004300,6568,0,0,0,0,1,0,0
60004500,6357,0,0,0,1,1,0,0
60004600,6854,0,0,0,1,1,0,0
60004700,6854,0,0,0,0,0,0,1
60004800,6357,0,0,0,0,0,0,1
60005000,6357,0,0,0,0,0,1,0
60005100,6357,0,0,0,0,0,0,1
60005300,6357,0,0,0,1,1,0,0
60005700,6476,0,0,0,0,0,1,0
60005800,6476,0,0,0,0,0,1,0
60005900,6476,0,0,0,0,0,1,0
60006000,6357,0,0,0,0,0,1,0
60006100,6357,0,0,0,1,1,0,0
60006200,6357,0,0,0,0,0,1,0
60006300,6357,0,0,0,0,1,0,0
60006400,6357,0,0,0,0,0,1,0
60006500,6357,0,0,0,0,1,0,0
60006600,6568,0,0,0,0,0,0,1
60006700,6760,0,0,0,0,0,1,0
60006800,6778,0,0,0,0,0,1,0
60006900,6778,0,0,1,0,0,0,1
60007000,6778,0,0,0,0,1,0,0
60007100,6410,0,0,0,0,1,1,0
60007200,6410,0,0,0,0,1,0,0
60007500,6760,0,0,0,0,1,0,0
60007600,6476,0,0,0,0,0,1,0
60007700,6476,0,0,0,0,0,1,0
60007800,6476,0,0,0,0,1,0,0
60007900,6476,0,0,0,1,1,0,0
60008000,6476,1,0,0,0,0,0,0
60008100,6778,0,0,0,0,0,0,0
60008200,6410,0,0,0,0,1,0,0
60008300,6760,0,0,0,0,1,0,0
60008400,6760,0,0,0,0,0,0,1
60008700,6760,0,0,0,1,1,0,0
60008800,6412,0,0,0,0,1,0,0
60008900,6357,0,0,0,0,0,1,0
60009000,6357,0,0,0,1,1,0,0
60009100,6357,0,0,0,0,0,1,0
60009200,6760,0,0,0,0,0,0,1
60009600,6760,0,0,0,0,0,1,0
60009700,6568,0,0,0,0,0,1,0
60009800,6410,0,0,0,0,1,0,0
60009900,6568,0,0,0,1,1,0,0
60010200,6568,0,0,0,0,0,1,0
60010300,6412,0,0,0,0,0,1,0
60010400,6412,0,0,0,0,1,1,0
60010500,6476,0,0,0,0,0,1,0
60010600,6476,0,0,0,0,0,1,0
60010800,6357,0,0,0,0,0,1,0
60010900,6760,0,0,0,1,1,0,0
60011000,6778,0,0,1,0,0,0,1
60011100,6408,0,0,0,0,1,0,0
60011200,6410,0,0,0,0,1,0,0
60011300,6410,0,0,0,0,0,1,0
60011400,6410,0,0,0,0,1,0,0
60011600,6410,0,0,0,1,1,0,0
60011700,6408,1,1,0,0,0,0,0
60011800,6408,1,0,0,0,0,0,0
60011900,6408,0,0,0,0,0,0,0
60012000,6408,0,0,0,0,1,0,0
60012100,6408,0,0,0,0,0,1,0
60012200,6408,0,0,0,0,0,0,0
60012300,6408,0,0,0,0,0,1,0
60012500,6410,0,0,0,0,0,1,0
60012600,6410,0,0,0,1,1,1,0
60012700,6410,0,0,0,0,0,0,1
60012800,6410,0,0,0,0,1,0,0
60012900,6410,0,0,0,0,0,1,0
60013000,6410,0,0,0,0,1,0,0
60013100,6568,0,0,0,0,1,0,0
60013200,6568,0,0,0,0,0,0,1
60013300,6568,0,0,0,0,1,1,0
60013400,6357,0,0,0,0,0,0,1
60013500,6760,0,0,0,0,0,1,0
60013600,6760,0,0,0,0,1,1,0
60013700,6760,0,0,0,0,0,1,0
60013800,6412,1,0,0,0,0,0,0
60013900,6217,0,0,0,0,1,0,0
60014000,6217,0,0,0,0,0,1,0
60014100,6217,0,0,0,0,0,1,0
60014200,6217,0,0,0,1,1,0,0
60014300,6568,0,0,0,0,0,1,0
60014400,6568,0,0,0,1,1,0,0
60014500,6568,0,0,0,0,1,0,0
60014600,6568,0,0,0,0,0,1,0
60014700,6568,0,0,0,0,1,0,0
60014800,6568,0,0,0,0,0,1,0
60014900,6568,0,0,0,1,1,0,0
60015000,6408,0,0,0,0,0,1,0
60015100,6408,0,0,0,0,0,1,0
60015200,6770,0,0,0,0,0,1,0
60015300,6770,0,0,0,0,0,0,1
60015400,6770,0,0,0,0,1,0,0
60015500,6770,0,0,0,1,1,0,0
60015600,6770,0,0,0,0,0,0,0
60015700,6770,0,0,0,0,0,1,0
60015800,6791,0,0,0,0,1,0,0
60015900,6882,1,0,0,0,0,0,0
60016000,6882,0,0,0,0,1,0,0
60016100,6882,0,0,0,0,0,1,0
60016200,6882,0,0,0,0,0,1,0
60016300,6882,0,0,0,0,1,0,0
60016400,6882,0,0,0,0,0,0,0
60016401,6882,0,0,0,0,0,0,0
60016402,6882,0,0,0,0,0,0,0
60016403,6882,0,0,0,0,0,0,0
60016600,6882,0,0,0,0,1,0,0
60016700,6882,0,0,0,0,0,0,1
60016800,6760,0,0,0,0,0,1,0
60017000,6760,0,0,0,0,0,1,0
60017300,6357,0,0,0,0,0,1,0
60017400,6357,0,0,0,0,0,1,0
60017500,6357,0,0,0,0,1,0,0
60017700,6357,0,0,0,0,0,1,0
60017800,6882,0,0,0,0,1,0,0
60017900,6882,0,0,0,0,1,0,0
60018000,6882,0,0,0,0,1,0,0
60018100,6882,0,0,0,0,1,0,0
60018200,6840,0,0,0,0,1,0,0
60018300,6371,0,0,0,1,1,0,0
60018400,6371,0,0,0,0,0,1,0
60018500,6371,0,0,0,0,0,1,0
60018600,6371,0,0,0,0,0,0,1
60018700,6840,0,0,0,1,1,0,0
60018900,6126,0,0,0,0,1,1,0
60019000,6412,0,0,0,0,0,1,0
60019200,6371,0,0,0,0,1,1,0
60019300,6760,0,0,0,0,1,0,0
60019500,6515,0,0,0,0,1,1,0
60019600,6882,0,0,0,1,1,0,0
60019700,6412,0,0,0,0,0,0,1
60019800,6412,0,0,0,0,0,0,1
60019900,6412,0,0,0,0,1,0,0
60020000,6412,0,0,0,0,0,1,0
60020100,6412,0,0,0,0,0,1,0
60020200,6760,0,0,0,0,0,1,0
60020400,6760,0,0,0,1,1,0,0
60020500,6760,0,0,0,0,0,1,0
60020700,6515,0,0,0,0,0,1,0
60020900,6412,0,0,0,0,0,1,0
60021000,6357,1,1,0,0,0,0,0
60021100,6357,0,0,0,0,1,0,0
60021400,6840,0,0,0,1,1,0,0
60021500,6840,0,0,0,0,1,0,0
60021600,6760,0,0,0,0,0,0,1
60021700,6351,0,0,0,0,0,0,0
60021701,6351,0,0,0,0,0,0,0
60021900,6351,1,0,0,0,0,0,0
60022000,6351,0,0,0,1,1,0,0
60022100,6351,0,0,0,1,1,0,0
60022200,6351,0,0,0,0,1,0,0
60022300,6351,0,0,0,0,0,0,1
60022400,6351,0,0,0,0,0,0,1
60022500,6568,0,0,0,0,0,1,0
60022600,6410,0,0,0,0,0,0,0
60022900,6568,0,0,0,0,0,1,0
60023000,6410,0,0,0,0,0,1,0
60023100,6410,0,0,0,0,0,1,0
60023300,6410,0,0,0,0,1,0,0
60023400,6126,0,0,0,1,1,0,0
60023500,6126,0,0,0,0,0,1,0
60023600,6126,0,0,0,0,1,0,0
60023700,6126,0,0,0,0,0,1,0
60023800,6126,0,0,0,1,1,0,0
60023900,6126,0,0,0,0,0,0,0
60024000,6126,0,0,0,0,0,1,0
60024100,6126,0,0,0,0,0,1,0
60024300,6126,0,0,0,0,0,1,0
60024400,6126,0,0,0,0,1,0,0
60024500,6126,0,0,0,0,0,1,0
60024600,6126,0,0,0,0,0,1,0
60024800,6126,0,0,0,0,0,1,0
60024900,6882,0,0,0,1,1,0,0
60025000,6882,0,0,0,0,1,0,0
60025100,6882,0,0,0,0,0,1,0
60025200,6126,0,0,0,0,1,0,0
60025300,6126,0,0,0,0,0,1,0
60025500,6126,0,0,0,0,0,1,0
60025600,6357,0,0,0,0,0,0,0
60025601,6357,0,0,0,0,0,0,0
