Cueanexo,departamento_id,SNU,SNU - INET,Secundario - INET,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario
180185200,18021,1,0,0,0,0,0,0
180185300,18112,1,0,0,0,0,0,1
180185400,18070,0,0,1,0,0,0,1
180185500,18021,0,0,0,0,0,0,1
180185600,18105,0,0,0,0,0,0,1
180185700,18133,0,0,0,0,0,0,1
180185800,18119,0,0,0,0,1,0,0
180186100,18077,0,0,0,0,0,0,1
180186200,18021,0,0,0,0,0,0,0
180186300,18070,0,0,0,0,0,0,0
180186400,18035,0,0,0,0,0,0,0
180186500,18154,0,0,0,0,0,0,1
180186600,18070,0,0,0,0,0,0,0
180186700,18049,0,0,0,0,0,0,1
180186800,18007,0,0,0,0,0,0,1
180186900,18021,0,0,0,1,1,0,0
180187000,18021,0,0,0,0,0,0,1
180187100,18119,0,0,0,0,0,0,1
180187300,18049,0,0,0,0,0,0,1
180187400,18084,0,0,0,0,0,0,1
180187500,18070,0,0,0,0,0,0,1
180187600,18007,0,0,0,0,0,1,0
180187700,18175,0,0,0,0,0,0,0
180187800,18070,0,0,0,0,0,0,0
180187900,18084,0,0,0,0,0,0,0
180188000,18147,0,0,1,0,0,0,1
180188001,18147,0,0,0,0,0,0,0
180188100,18035,0,0,0,0,0,0,1
180188300,18091,0,0,0,0,0,0,1
180188400,18119,0,0,0,0,0,0,1
180188500,18084,0,0,0,0,0,0,0
180188600,18175,0,0,0,0,0,0,0
180188700,18119,0,0,0,0,1,0,0
180188800,18070,0,0,0,0,0,0,1
180188900,18021,0,0,0,0,0,0,0
180189000,18105,0,0,0,1,1,1,0
180189100,18042,0,0,1,0,0,0,1
180189200,18168,0,0,0,0,0,0,1
180189300,18084,0,0,0,0,0,0,0
180189400,18028,0,0,1,0,0,0,1
180189500,18021,1,0,0,0,0,0,0
180189600,18168,0,0,0,0,0,0,0
180189700,18021,0,0,0,0,0,0,1
180189800,18126,0,0,0,0,0,0,0
180189900,18021,0,0,0,0,0,0,0
180190000,18084,0,0,0,0,1,0,0
180190100,18091,0,0,0,0,0,0,0
180190200,18035,0,0,0,0,0,0,1
180190400,18028,0,0,0,0,0,0,0
180190500,18084,0,0,0,0,0,0,0
180190600,18091,1,0,0,0,0,0,0
180190700,18168,0,0,0,0,1,0,0
180190800,18007,0,0,0,0,0,0,1
180190900,18042,0,0,0,0,0,0,1
180191000,18021,0,0,0,0,0,0,0
180191100,18161,0,0,0,0,0,0,0
180191200,18133,0,0,0,0,0,0,0
180191300,18154,0,0,0,0,0,0,1
180191400,18133,0,0,0,0,0,0,1
180191500,18112,0,0,0,0,0,0,0
180191600,18084,0,0,0,0,0,0,1
180191700,18021,0,0,0,0,0,1,0
180191800,18021,0,0,0,0,1,0,0
180191900,18021,0,0,0,0,0,0,1
180192000,18161,0,0,0,0,0,0,1
180192100,18140,0,0,0,0,0,0,1
180192200,18147,0,0,0,0,0,0,0
180192300,18154,0,0,0,0,0,0,0
189000100,18021,0,0,1,0,0,0,1
220000100,22140,0,0,0,1,1,0,0
220000101,22140,0,0,0,0,1,0,0
220000200,22140,0,0,0,0,0,1,0
220000300,22140,0,0,0,0,1,0,0
220000400,22140,0,0,0,0,1,1,0
220000500,22140,0,0,0,0,0,0,0
220000501,22140,0,0,0,0,0,0,0
220000502,22140,0,0,0,0,0,0,0
220000504,22140,0,0,0,0,0,0,0
220000505,22140,0,0,0,0,0,0,0
220000506,22140,0,0,0,0,0,0,0
220000507,22140,0,0,0,0,0,0,0
220000508,22140,0,0,0,0,0,0,0
220000509,22140,0,0,0,0,0,0,0
220000513,22140,0,0,0,0,0,0,0
220000514,22140,0,0,0,0,0,0,0
220000600,22140,0,0,0,0,0,0,1
220000700,22140,0,0,0,0,0,1,0
220000800,22140,0,0,0,0,0,1,0
220000900,22140,0,0,0,0,0,1,0
220001000,22140,0,0,0,0,0,0,0
220001001,22140,0,0,0,0,0,0,0
220001002,22140,0,0,0,0,0,0,0
220001005,22140,0,0,0,0,0,0,0
220001006,22140,0,0,0,0,0,0,0
220001009,22140,0,0,0,0,0,0,0
220001100,22140,0,0,0,0,0,0,0
220001101,22140,0,0,0,0,0,0,0
220001102,22140,0,0,0,0,0,0,0
220001104,22140,0,0,0,0,0,0,0
220001105,22140,0,0,0,0,0,0,0
220001200,22140,0,0,0,0,1,0,0
220001300,22140,0,0,0,0,1,0,0
220001400,22140,0,0,0,0,0,1,0
220001600,22140,0,0,0,0,0,0,0
220001700,22140,0,0,0,0,0,1,0
220001800,22140,0,0,0,0,0,1,0
220001900,22140,0,0,0,0,1,0,0
220001901,22140,0,0,0,0,1,0,0
220002000,22140,0,0,0,0,0,0,0
220002100,22140,0,0,0,0,0,0,0
220002101,22140,0,0,0,0,0,0,0
220002102,22140,0,0,0,0,0,0,0
220002103,22140,0,0,0,0,0,0,0
220002104,22140,0,0,0,0,0,0,0
220002105,22140,0,0,0,0,0,0,0
220002106,22140,0,0,0,0,0,0,0
220002107,22140,0,0,0,0,0,0,0
220002200,22014,0,0,0,0,0,1,0
220002300,22140,1,0,0,0,0,0,0
220002400,22014,0,0,0,0,0,1,0
220002600,22014,0,0,0,0,0,1,0
220002601,22014,0,0,0,0,0,1,0
220002700,22014,0,0,0,0,0,0,1
220002900,22014,0,0,0,0,0,1,0
220002901,22014,0,0,0,0,0,1,0
220003100,22014,0,0,0,0,1,1,0
220003200,22014,0,0,0,0,1,1,0
220003300,22014,0,0,0,0,1,0,0
220003500,22014,0,0,0,0,1,1,0
220003800,22014,0,0,0,0,0,0,1
220003801,22014,0,0,0,0,0,0,1
220003900,22014,0,0,0,0,0,0,0
220003901,22014,0,0,0,0,0,0,0
220003902,22014,0,0,0,0,0,0,0
220003903,22014,0,0,0,0,0,0,0
220004100,22014,0,0,0,0,0,0,1
220004200,22014,0,0,0,0,0,1,0
220004300,22014,0,0,0,0,1,0,0
220004301,22014,0,0,0,0,1,0,0
220004500,22014,0,0,0,0,0,0,0
220004501,22014,0,0,0,0,0,0,0
220004502,22014,0,0,0,0,0,0,0
220004503,22014,0,0,0,0,0,0,0
220004504,22014,0,0,0,0,0,0,0
220004505,22014,0,0,0,0,0,0,0
220004600,22140,0,0,0,0,1,0,0
220004700,22140,0,0,0,1,1,0,0
220004800,22140,0,0,0,1,1,0,0
220004900,22140,0,0,0,0,0,1,0
220005000,22140,0,0,0,0,1,0,0
220005100,22140,0,0,0,0,0,1,0
220005200,22140,0,0,0,0,0,1,0
220005300,22070,0,0,0,0,0,1,0
220005301,22070,0,0,0,0,0,1,0
220005600,22070,0,0,0,0,1,1,0
220005700,22140,0,0,0,0,0,1,0
220005800,22140,0,0,0,0,0,0,0
220005801,22140,0,0,0,0,0,0,0
220005803,22140,0,0,0,0,0,0,0
220005804,22140,0,0,0,0,0,0,0
220005807,22140,0,0,0,0,0,0,0
220005808,22140,0,0,0,0,0,0,0
220005809,22140,0,0,0,0,0,0,0
220005810,22140,0,0,0,0,0,0,0
220005900,22140,0,0,0,0,0,1,0
220006000,22140,0,0,0,0,0,0,1
220006100,22140,0,0,0,0,1,0,0
220006200,22140,0,0,0,0,0,1,0
220006300,22140,0,0,0,0,0,0,0
220006301,22140,0,0,0,0,0,0,0
220006302,22140,0,0,0,0,0,0,0
220006303,22140,0,0,0,0,0,0,0
220006304,22140,0,0,0,0,0,0,0
220006305,22140,0,0,0,0,0,0,0
220006400,22140,0,0,0,0,0,1,0
220006500,22070,0,0,0,0,0,1,0
220006700,22070,0,0,0,0,0,1,0
220006800,22140,0,0,0,0,1,0,0
220006900,22140,0,0,0,0,0,0,0
220007000,22140,0,0,0,0,1,0,0
220007100,22140,0,0,0,0,1,1,0
220007200,22140,0,0,0,1,1,0,0
220007400,22140,0,0,0,0,0,1,0
220007500,22140,0,0,0,0,0,0,0
220007501,22140,0,0,0,0,0,0,0
220007502,22140,0,0,0,0,0,0,0
220007504,22140,0,0,0,0,0,0,0
220007505,22140,0,0,0,0,0,0,0
220007507,22140,0,0,0,0,0,0,0
220007508,22140,0,0,0,0,0,0,0
220007600,22140,0,0,0,0,1,1,0
220007601,22140,0,0,0,0,0,1,0
220007700,22140,0,0,0,0,1,0,0
220007800,22140,0,0,0,0,0,0,0
220007801,22126,0,0,0,0,0,0,0
220007802,22126,0,0,0,0,0,0,0
220007803,22140,0,0,0,0,0,0,0
220007900,22140,0,0,0,0,1,0,0
220008000,22140,0,0,0,0,1,1,0
220008001,22140,0,0,0,0,1,1,0
220008200,22140,0,0,0,0,0,1,0
220008300,22140,0,0,0,0,0,1,0
220008400,22140,0,0,0,1,1,0,0
220008600,22140,0,0,0,0,0,0,1
220008800,22140,0,0,0,0,0,1,0
220008900,22140,0,0,0,0,1,0,0
220009000,22140,0,0,0,0,0,1,0
220009200,22140,0,0,0,0,1,0,0
220009300,22077,0,0,0,0,1,1,0
220009400,22077,0,0,0,0,0,1,0
220009500,22077,0,0,0,0,1,1,0
220009600,22077,0,0,0,0,0,1,0
220009900,22077,0,0,0,0,0,1,0
220009901,22077,0,0,0,0,0,1,0
220009902,22077,0,0,0,0,0,1,0
220010100,22077,0,0,0,0,0,0,0
220010101,22077,0,0,0,0,0,0,0
220010104,22077,0,0,0,0,0,0,0
220010105,22077,0,0,0,0,0,0,0
220010200,22077,0,0,0,0,0,1,0
220010300,22007,0,0,0,0,1,1,0
220010500,22007,0,0,0,0,1,1,0
220010501,22007,0,0,0,0,0,1,0
220010503,22007,0,0,0,0,0,1,0
220010900,22007,0,0,0,0,0,1,0
220011100,22007,0,0,0,0,1,1,0
220011200,22007,0,0,0,0,1,1,0
220011201,22007,0,0,0,0,0,1,0
220011300,22049,0,0,0,0,1,1,0
220011301,22049,0,0,0,0,0,1,0
220011400,22049,0,0,0,0,0,1,0
220011600,22049,0,0,0,0,0,1,0
220011800,22049,0,0,0,0,0,1,0
220012000,22007,0,0,0,0,0,1,0
220012002,22007,0,0,0,0,0,1,0
220012003,22007,0,0,0,0,1,1,0
220012100,22007,0,0,0,0,0,1,0
220012200,22007,0,0,0,0,1,0,0
220012400,22112,0,0,0,0,1,0,0
220012401,22112,0,0,0,0,1,0,0
220012500,22112,0,0,0,0,0,0,0
220012502,22112,0,0,0,0,0,0,0
220012504,22112,0,0,0,0,0,0,0
220012506,22112,0,0,0,0,0,0,0
220012507,22112,0,0,0,0,0,0,0
220012508,22112,0,0,0,0,0,0,0
220012600,22112,0,0,0,0,0,1,0
220012700,22049,0,0,0,0,0,1,0
220012800,22049,0,0,0,0,0,1,0
220012900,22049,0,0,0,0,0,1,0
220012901,22049,0,0,0,0,0,1,0
220013200,22070,0,0,0,0,0,0,0
220013201,22070,0,0,0,0,0,0,0
220013202,22070,0,0,0,0,0,0,0
220013400,22007,0,0,0,0,0,1,0
220013600,22147,0,0,0,0,1,0,0
220013601,22147,0,0,0,0,1,0,0
220013700,22098,0,0,0,0,0,0,0
220013701,22098,0,0,0,0,0,0,0
220013800,22147,0,0,0,0,0,1,0
220014100,22014,0,0,0,0,1,0,0
220014101,22014,0,0,0,0,1,0,0
220014102,22014,0,0,0,0,1,0,0
220014200,22014,0,0,0,0,0,0,0
220014202,22014,0,0,0,0,0,0,0
220014203,22014,0,0,0,0,0,0,0
220014204,22014,0,0,0,0,0,0,0
220014206,22014,0,0,0,0,0,0,0
220014300,22140,0,0,0,0,1,0,0
220014400,22140,1,0,0,0,0,0,0
220014401,22021,0,0,0,0,0,0,0
220014500,22140,0,0,0,0,0,1,0
220014600,22140,0,0,0,0,0,1,0
220014700,22140,0,0,0,0,1,0,0
220014800,22140,0,0,0,0,1,0,0
220014900,22140,0,0,0,0,1,0,0
220014901,22140,0,0,0,0,1,0,0
220015000,22140,0,0,0,0,0,0,0
220015001,22140,0,0,0,0,0,0,0
220015002,22140,0,0,0,0,0,0,0
220015005,22140,0,0,0,0,0,0,0
220015006,22140,0,0,0,0,0,0,0
220015007,22140,0,0,0,0,0,0,0
220015008,22140,0,0,0,0,0,0,0
220015010,22140,0,0,0,0,0,0,0
220015011,22140,0,0,0,0,0,0,0
220015300,22140,0,0,0,0,0,0,0
220015303,22140,0,0,0,0,0,0,0
220015304,22140,0,0,0,0,0,0,0
220015306,22140,0,0,0,0,0,0,0
220015309,22140,0,0,0,0,0,0,0
220015310,22140,0,0,0,0,0,0,0
220015311,22140,0,0,0,0,0,0,0
220015314,22140,0,0,0,0,0,0,0
220015317,22140,0,0,0,0,0,0,0
220015400,22063,1,0,0,0,0,0,0
220015401,22063,1,0,0,0,0,0,0
220015402,22063,1,0,0,0,0,0,0
220015403,22063,1,0,0,0,0,0,0
220015404,22063,1,0,0,0,0,0,0
220015405,22063,1,0,0,0,0,0,0
220015406,22063,1,0,0,0,0,0,0
220015500,22063,0,0,0,0,0,0,0
220015501,22063,0,0,0,0,0,0,0
220015502,22063,0,0,0,0,0,0,0
220015600,22063,0,0,1,0,0,0,1
220015700,22063,0,0,0,0,0,1,0
220015800,22133,0,0,0,0,0,0,0
220015801,22133,0,0,0,0,0,0,0
220015802,22133,0,0,0,0,0,0,0
220015900,22133,0,0,0,0,1,1,0
220016000,22133,0,0,0,0,1,1,0
220016100,22133,0,0,0,0,0,1,0
220016101,22133,0,0,0,0,0,1,0
220016200,22133,0,0,0,0,0,1,0
220016300,22133,0,0,0,0,1,1,0
220016400,22133,0,0,0,0,1,1,0
220016500,22133,0,0,0,0,1,1,0
220016600,22133,0,0,0,0,0,1,0
220016700,22133,0,0,0,0,1,1,0
220016900,22133,0,0,0,0,1,1,0
220017000,22133,0,0,0,0,0,1,0
220017100,22133,0,0,0,0,0,1,0
220017101,22133,0,0,0,0,0,1,0
220017102,22133,0,0,0,0,0,1,0
220017200,22133,0,0,0,0,0,1,0
220017300,22133,0,0,0,0,0,1,0
220017500,22133,0,0,0,0,0,1,0
220017503,22133,0,0,0,0,0,1,0
220017700,22133,0,0,0,0,0,1,0
220017800,22133,0,0,0,0,1,1,0
220018000,22133,0,0,0,0,1,1,0
220018002,22133,0,0,0,0,0,1,0
220018003,22133,0,0,0,0,0,1,0
220018100,22133,0,0,0,0,1,0,0
220018101,22168,0,0,0,0,1,0,0
220018200,22133,0,0,0,0,0,1,0
220018300,22133,0,0,0,0,1,1,0
220018301,22133,0,0,0,0,1,1,0
220018400,22133,0,0,0,0,0,0,1
220018401,22133,0,0,0,0,0,0,1
220018402,22133,0,0,0,0,0,0,1
220018403,22133,0,0,0,0,0,0,1
220018600,22133,0,0,0,0,0,1,0
220018700,22133,0,0,0,0,1,1,0
220018800,22133,0,0,0,0,1,1,0
220018900,22161,0,0,0,0,0,1,0
220019100,22161,0,0,0,0,0,0,1
220019200,22161,0,0,0,0,0,1,0
220019201,22161,0,0,0,0,0,1,0
220019500,22161,0,0,0,0,0,0,1
220019600,22161,0,0,0,0,1,1,0
220019700,22161,0,0,0,0,1,0,0
220019800,22161,0,0,0,0,1,1,0
220019801,22161,0,0,0,0,0,1,0
220019900,22140,0,0,0,0,0,0,0
220020000,22140,0,0,0,0,0,0,0
220020100,22063,0,0,0,0,0,1,0
220020101,22063,0,0,0,0,0,1,0
220020102,22063,0,0,0,0,0,1,0
220020200,22063,0,0,0,0,0,1,0
220020300,22063,0,0,0,0,1,1,0
220020301,22063,0,0,0,0,0,1,0
220020303,22063,0,0,0,0,0,1,0
220020400,22063,0,0,0,0,1,0,0
220020500,22063,0,0,0,0,1,1,0
220020502,22063,0,0,0,0,0,1,0
220020700,22063,0,0,0,0,0,0,1
220020701,22063,0,0,0,0,0,0,1
220020702,22063,0,0,0,0,0,0,0
220020703,22063,0,0,0,0,0,0,1
220020800,22063,0,0,0,0,0,1,0
220020801,22063,0,0,0,0,0,1,0
220020802,22063,0,0,0,0,0,1,0
220021000,22063,0,0,0,0,0,1,0
220021200,22063,0,0,0,0,1,1,0
220021201,22063,0,0,0,0,0,1,0
220021202,22063,0,0,0,0,0,1,0
220021300,22063,0,0,0,0,1,1,0
220021301,22063,0,0,0,0,0,1,0
220021400,22063,0,0,0,0,1,1,0
220021500,22063,0,0,0,0,0,1,0
220021501,22063,0,0,0,0,0,1,0
220021600,22063,0,0,0,0,0,1,0
220021601,22063,0,0,0,0,0,1,0
220021700,22063,0,0,0,0,0,1,0
220021800,22063,0,0,0,0,0,1,0
220021803,22063,0,0,0,0,0,1,0
220022000,22063,0,0,0,0,0,1,0
220022001,22063,0,0,0,0,0,1,0
220022100,22063,0,0,0,0,1,1,0
220022200,22063,0,0,0,0,1,1,0
220022300,22063,0,0,0,0,1,1,0
220022400,22063,0,0,0,0,0,0,1
220022500,22063,0,0,0,0,0,1,0
220022501,22063,0,0,0,0,1,1,0
220022502,22063,0,0,0,0,0,1,0
220022600,22063,0,0,0,0,1,1,0
220022700,22063,0,0,0,0,1,1,0
220022800,22063,0,0,0,0,0,1,0
220023000,22063,0,0,0,0,0,1,0
220023001,22063,0,0,0,0,0,1,0
220023100,22063,0,0,0,0,0,1,0
220023500,22063,0,0,0,0,1,1,0
220023501,22063,0,0,0,0,0,1,0
220023502,22063,0,0,0,0,0,1,0
220023800,22063,0,0,0,0,0,1,0
220023801,22063,0,0,0,0,0,1,0
220024000,22063,0,0,0,0,0,1,0
220024100,22063,0,0,0,0,0,1,0
220024101,22063,0,0,0,0,0,1,0
220024102,22063,0,0,0,0,0,1,0
220024103,22063,0,0,0,0,0,1,0
220024200,22063,0,0,0,0,0,0,0
220024202,22063,0,0,0,0,0,0,0
220024203,22063,0,0,0,0,0,0,0
220024206,22063,0,0,0,0,0,0,0
220024207,22063,0,0,0,0,0,0,0
220024300,22063,0,0,0,0,0,1,0
220024301,22063,0,0,0,0,0,1,0
220024400,22063,0,0,0,0,1,0,0
220024401,22063,0,0,0,0,1,0,0
220024402,22063,0,0,0,0,1,0,0
220024403,22063,0,0,0,0,1,0,0
220024404,22063,0,0,0,0,1,0,0
220024500,22063,0,0,0,0,1,1,0
220024502,22063,0,0,0,0,0,1,0
220024600,22063,0,0,0,0,1,1,0
220024601,22063,0,0,0,0,0,1,0
220024602,22063,0,0,0,0,0,1,0
220024700,22063,0,0,0,0,1,1,0
220024900,22063,0,0,0,0,1,1,0
220025000,22063,0,0,0,0,1,1,0
220025100,22063,0,0,0,0,0,1,0
220025300,22063,0,0,0,0,0,1,0
220025301,22063,0,0,0,0,0,1,0
220025302,22063,0,0,0,0,0,1,0
220025400,22063,0,0,0,0,0,1,0
220025401,22063,0,0,0,0,0,1,0
220025402,22063,0,0,0,0,0,1,0
220025405,22063,0,0,0,0,0,1,0
220025700,22063,0,0,0,0,0,1,0
220025800,22063,0,0,0,0,0,1,0
220025801,22063,0,0,0,0,0,1,0
220025900,22063,0,0,0,0,0,1,0
220025901,22063,0,0,0,0,0,1,0
220025902,22063,0,0,0,0,0,1,0
220025903,22063,0,0,0,0,0,1,0
220026000,22063,0,0,0,0,1,1,0
220026100,22063,0,0,0,0,0,1,0
220026101,22063,0,0,0,0,0,1,0
220026102,22063,0,0,0,0,0,1,0
220026200,22063,0,0,1,0,0,0,1
220026300,22084,0,0,0,0,1,1,0
220026600,22084,0,0,0,0,0,1,0
220026602,22084,0,0,0,0,0,1,0
220026603,22084,0,0,0,0,0,1,0
220026604,22084,0,0,0,0,0,1,0
220026605,22084,0,0,0,0,0,1,0
220026900,22084,0,0,0,0,0,0,1
220027000,22007,0,0,0,0,0,1,0
220027200,22007,0,0,0,0,0,0,1
220027300,22007,0,0,0,0,0,1,0
220027500,22007,0,0,0,0,0,1,0
220027501,22007,0,0,0,0,0,1,0
220027700,22147,0,0,0,0,1,0,0
220027701,22147,0,0,0,0,1,0,0
220027702,22147,0,0,0,0,1,0,0
220027800,22147,0,0,0,0,0,1,0
220027900,22147,0,0,0,0,0,0,0
220027901,22147,0,0,0,0,0,0,0
220027902,22147,0,0,0,0,0,0,0
220027903,22147,0,0,0,0,0,0,0
220027904,22147,0,0,0,0,0,0,0
220027905,22147,0,0,0,0,0,0,0
220027906,22147,0,0,0,0,0,0,0
220028400,22039,0,0,0,0,0,1,0
220028500,22039,0,0,0,0,1,1,0
220028600,22021,0,0,0,0,1,0,0
220028700,22021,0,0,0,0,1,0,0
220028701,22021,0,0,0,0,1,0,0
220028800,22021,0,0,1,0,0,0,1
220028900,22105,0,0,0,0,0,1,0
220029000,22105,0,0,0,0,1,1,0
220029100,22105,0,0,0,0,0,1,0
220029200,22105,0,0,0,0,1,1,0
220029300,22105,0,0,0,0,0,1,0
220029400,22105,1,0,0,0,0,0,0
220029401,22049,1,0,0,0,0,0,0
220029403,22007,1,0,0,0,0,0,0
220029500,22098,0,0,0,0,1,1,0
220029700,22098,0,0,0,0,1,1,0
220029800,22098,0,0,0,0,1,1,0
220029900,22098,0,0,0,0,1,0,0
220030000,22098,0,0,0,0,1,0,0
220030100,22098,0,0,0,0,0,1,0
220030200,22098,0,0,0,0,0,0,0
220030201,22098,0,0,0,0,0,0,0
220030203,22098,0,0,0,0,0,0,0
220030204,22098,0,0,0,0,0,0,0
220030300,22098,0,0,0,0,0,1,0
220030400,22147,0,0,0,0,1,1,0
220030500,22147,0,0,0,0,0,1,0
220030600,22147,0,0,0,0,0,1,0
220030601,22147,0,0,0,0,0,1,0
220030700,22147,0,0,0,0,1,1,0
220030701,22147,0,0,0,0,0,1,0
220030800,22147,0,0,0,0,0,1,0
220030801,22147,0,0,0,0,0,1,0
220030900,22098,0,0,0,0,1,1,0
220031000,22098,0,0,0,0,1,1,0
220031100,22098,0,0,0,0,1,1,0
220031200,22098,0,0,0,0,1,1,0
220031300,22007,0,0,0,0,0,1,0
220031301,22063,0,0,0,0,0,1,0
220031400,22007,0,0,0,0,1,1,0
220031401,22007,0,0,0,0,0,1,0
220031500,22007,0,0,0,0,1,1,0
220031600,22007,0,0,0,0,0,1,0
220031700,22007,0,0,0,0,0,1,0
220031800,22007,0,0,0,0,0,1,0
220031900,22007,0,0,0,0,1,1,0
220032000,22007,0,0,0,0,0,1,0
220032200,22056,0,0,0,0,0,1,0
220032300,22056,0,0,0,0,0,1,0
220032500,22056,0,0,0,0,0,1,0
220032501,22056,0,0,0,0,0,1,0
220032600,22056,0,0,0,0,0,1,0
220032800,22056,0,0,0,0,0,1,0
220032900,22056,0,0,0,0,1,0,0
220032901,22056,0,0,0,0,1,0,0
220032902,22056,0,0,0,0,1,0,0
220033000,22056,0,0,0,0,0,0,0
220033001,22056,0,0,0,0,0,0,0
220033002,22056,0,0,0,0,0,0,0
220033003,22056,0,0,0,0,0,0,0
220033200,22056,0,0,0,0,0,1,0
220033201,22056,0,0,0,0,0,1,0
220033300,22056,0,0,0,0,0,0,1
220033400,22056,0,0,0,0,1,1,0
220033500,22056,0,0,0,0,0,1,0
220033600,22056,0,0,0,0,0,0,0
220033601,22056,0,0,0,0,0,0,0
220033602,22056,0,0,0,0,0,0,0
220033604,22056,0,0,0,0,0,0,0
220033700,22056,0,0,0,0,0,1,0
220033800,22147,0,0,0,0,1,0,0
220033801,22147,0,0,0,0,1,0,0
220033802,22147,0,0,0,0,1,0,0
220033900,22147,1,0,0,0,0,0,0
220034000,22147,0,0,0,0,0,1,0
220034100,22063,0,0,0,0,0,1,0
220034102,22063,0,0,0,0,0,1,0
220034200,22063,0,0,0,0,0,1,0
220034300,22063,0,0,0,0,0,1,0
220034400,22063,0,0,0,0,0,1,0
220034401,22063,0,0,0,0,0,1,0
220034600,22063,0,0,0,0,1,1,0
220034800,22063,0,0,0,0,1,1,0
220035100,22063,0,0,0,0,1,1,0
220035101,22063,0,0,0,0,0,1,0
220035200,22063,0,0,0,0,1,1,0
220035201,22063,0,0,0,0,1,1,0
220035202,22063,0,0,0,0,0,1,0
220035300,22091,0,0,0,0,1,1,0
220035301,22091,0,0,0,0,0,1,0
220035500,22091,0,0,0,0,0,1,0
220035600,22091,0,0,0,0,1,1,0
220035602,22091,0,0,0,0,0,1,0
220035603,22091,0,0,0,0,0,1,0
220035700,22091,0,0,0,0,0,1,0
220035800,22063,0,0,0,0,0,1,0
220035900,22063,0,0,0,0,1,1,0
220036000,22084,0,0,0,0,1,1,0
220036100,22084,0,0,0,0,0,1,0
220036200,22084,0,0,0,0,0,1,0
220036300,22063,0,0,0,0,0,1,0
220036301,22063,0,0,0,0,0,1,0
220036500,22021,0,0,0,0,1,1,0
220036600,22021,0,0,0,0,1,1,0
220036800,22021,0,0,0,0,1,1,0
220036900,22021,0,0,0,0,1,1,0
220036901,22021,0,0,0,0,0,1,0
220037000,22021,0,0,0,0,1,1,0
220037100,22021,0,0,0,0,0,1,0
220037300,22021,0,0,0,0,0,1,0
220037400,22021,0,0,0,0,0,1,0
220037500,22021,0,0,0,0,0,1,0
220037501,22021,0,0,0,0,0,1,0
220037600,22021,0,0,0,0,0,1,0
220037601,22021,0,0,0,0,0,1,0
220037700,22021,0,0,0,0,1,1,0
220037800,22021,0,0,0,0,0,1,0
220037900,22021,0,0,0,0,0,1,0
220038000,22021,0,0,0,0,0,1,0
220038100,22021,0,0,0,0,1,1,0
220038300,22021,0,0,0,0,1,1,0
220038500,22021,0,0,0,0,1,1,0
220038600,22021,0,0,0,0,0,1,0
220038700,22021,0,0,0,0,0,1,0
220038701,22021,0,0,0,0,0,1,0
220038702,22021,0,0,0,0,0,1,0
220038800,22021,0,0,0,0,0,1,0
220038900,22021,0,0,0,0,1,0,0
220038901,22021,0,0,0,0,1,0,0
220038902,22021,0,0,0,0,1,0,0
220038903,22021,0,0,0,0,1,0,0
220039000,22021,0,0,0,0,1,0,0
220039001,22021,0,0,0,0,1,0,0
220039100,22021,0,0,0,0,0,1,0
220039200,22021,0,0,0,0,1,0,0
220039300,22021,0,0,0,0,0,0,0
220039301,22021,0,0,0,0,0,0,0
220039303,22021,0,0,0,0,0,0,0
220039304,22021,0,0,0,0,0,0,0
220039305,22021,0,0,0,0,0,0,0
220039307,22021,0,0,0,0,0,0,0
220039308,22021,0,0,0,0,0,0,0
220039400,22021,0,0,0,0,0,1,0
220039700,22021,0,0,0,0,0,1,0
220039900,22021,0,0,0,0,0,1,0
220040100,22112,0,0,0,0,1,1,0
220040200,22112,0,0,0,0,0,1,0
220040300,22112,0,0,0,0,0,1,0
220040400,22112,0,0,0,0,1,1,0
220040500,22112,0,0,0,0,0,1,0
220040700,22028,0,0,0,0,1,1,0
220041000,22028,0,0,0,0,1,1,0
220041100,22028,0,0,0,0,0,1,0
220041200,22028,0,0,0,0,0,1,0
220041300,22028,0,0,0,0,1,1,0
220041400,22028,0,0,0,0,0,1,0
220041500,22028,0,0,0,0,1,1,0
220041600,22028,0,0,0,0,0,1,0
220041700,22028,0,0,0,0,1,1,0
220041900,22028,0,0,0,0,0,1,0
220041901,22028,0,0,0,0,0,1,0
220042000,22028,1,0,0,0,0,0,0
220042100,22007,0,0,0,0,1,0,0
220042101,22007,0,0,0,0,1,0,0
220042103,22007,0,0,0,0,1,0,0
220042200,22007,0,0,0,0,0,0,0
220042201,22007,0,0,0,0,0,0,0
220042300,22007,0,0,0,0,1,1,0
220042301,22007,0,0,0,0,0,1,0
220042400,22007,0,0,0,0,1,1,0
220042401,22007,0,0,0,0,0,1,0
220042600,22112,0,0,0,0,0,1,0
220042601,22112,0,0,0,0,0,1,0
220042800,22112,0,0,0,0,0,1,0
220042900,22112,0,0,0,0,1,0,0
220042901,22112,0,0,0,0,1,0,0
220042902,22112,0,0,0,0,1,0,0
220042903,22112,0,0,0,0,1,0,0
220043000,22112,0,0,0,0,0,0,1
220043001,22112,0,0,0,0,0,0,1
220043100,22098,0,0,0,0,0,0,0
220043103,22098,0,0,0,0,0,0,0
220043105,22098,0,0,0,0,0,0,0
220043107,22098,0,0,0,0,0,0,0
220043110,22098,0,0,0,0,0,0,0
220043111,22098,0,0,0,0,0,0,0
220043112,22098,0,0,0,0,0,0,0
