provincia,departamento,Jardines,Poblacion Jardin,Primarios,Poblacion Primaria,Secundarios,Poblacion Secundaria,SNU,Poblacion Adultos
Santa Cruz,Magallanes,5.0,1110.0,3.0,1739.0,4.0,1324.0,0.0,8655.0
Santa Fe,La Capital,215.0,42937.0,175.0,60178.0,154.0,51318.0,55.0,413826.0
Santa Fe,General Obligado,131.0,17202.0,155.0,22397.0,77.0,19095.0,15.0,138839.0
Santa Fe,Vera,87.0,4985.0,92.0,6546.0,32.0,5536.0,6.0,38396.0
Santa Fe,San Lorenzo,53.0,16356.0,58.0,22850.0,50.0,17689.0,12.0,136891.0
Santa Fe,General López,104.0,14884.0,104.0,20764.0,73.0,17525.0,18.0,147282.0
Santa Fe,Garay,20.0,2349.0,22.0,2920.0,11.0,2238.0,3.0,17346.0
Santa Fe,Caseros,33.0,5966.0,37.0,8294.0,39.0,7108.0,5.0,64893.0
Santa Fe,Castellanos,135.0,15092.0,124.0,20593.0,62.0,17437.0,8.0,136342.0
Santa Fe,9 de Julio,61.0,2720.0,77.0,3636.0,19.0,3285.0,2.0,21301.0
Santa Fe,San Jerónimo,57.0,6707.0,64.0,9086.0,32.0,7615.0,6.0,61209.0
Santa Fe,Belgrano,19.0,3597.0,28.0,4903.0,18.0,4293.0,3.0,35751.0
Santa Fe,San Martín,48.0,5177.0,53.0,7148.0,25.0,5857.0,4.0,49117.0
Santa Fe,Las Colonias,110.0,8519.0,107.0,11728.0,52.0,10201.0,9.0,84282.0
Santa Fe,San Justo,45.0,3766.0,50.0,5112.0,22.0,4294.0,6.0,33314.0
Santa Fe,Rosario,374.0,97904.0,342.0,136909.0,298.0,111326.0,116.0,991819.0
Santa Fe,Iriondo,41.0,5742.0,50.0,7768.0,29.0,6189.0,7.0,53937.0
Santa Fe,San Cristóbal,111.0,5906.0,112.0,8274.0,54.0,6990.0,8.0,51423.0
Santa Fe,Constitución,43.0,6793.0,45.0,9370.0,37.0,8501.0,5.0,68336.0
Santa Fe,San Javier,35.0,3076.0,40.0,4011.0,16.0,3004.0,3.0,23089.0
Santiago Del Estero,Avellaneda,30.0,2758.0,52.0,3527.0,27.0,3231.0,2.0,15946.0
Santiago Del Estero,San Martín,27.0,1183.0,36.0,1602.0,20.0,1480.0,1.0,6918.0
Santiago Del Estero,Rivadavia,12.0,487.0,16.0,649.0,5.0,539.0,1.0,3639.0
Santiago Del Estero,Sarmiento,10.0,533.0,17.0,722.0,9.0,624.0,0.0,3155.0
Santiago Del Estero,Silípica,14.0,861.0,16.0,1173.0,14.0,1076.0,0.0,6656.0
Santiago Del Estero,Atamisqui,26.0,1520.0,26.0,2168.0,14.0,1880.0,2.0,9326.0
Santiago Del Estero,General Taboada,44.0,4772.0,52.0,6042.0,16.0,5394.0,2.0,30096.0
Santiago Del Estero,Capital,150.0,26352.0,113.0,37231.0,103.0,30377.0,30.0,234864.0
Santiago Del Estero,Moreno,46.0,4608.0,72.0,5635.0,27.0,5178.0,3.0,24931.0
Santiago Del Estero,Banda,121.0,16118.0,105.0,21600.0,72.0,17110.0,8.0,115573.0
Santiago Del Estero,Salavina,28.0,1294.0,38.0,1746.0,20.0,1654.0,1.0,8081.0
Santiago Del Estero,Pellegrini,51.0,2632.0,72.0,3634.0,41.0,2937.0,1.0,16990.0
Santiago Del Estero,Robles,46.0,5435.0,38.0,7173.0,28.0,5982.0,4.0,35289.0
Santiago Del Estero,Loreto,53.0,2243.0,47.0,3051.0,31.0,2561.0,3.0,16192.0
Santiago Del Estero,Figueroa,54.0,2127.0,70.0,2803.0,34.0,2471.0,1.0,12845.0
Santiago Del Estero,Belgrano,7.0,1033.0,12.0,1293.0,5.0,1074.0,1.0,7409.0
Santiago Del Estero,Aguirre,10.0,804.0,13.0,1064.0,6.0,941.0,1.0,6150.0
Santiago Del Estero,Copo,33.0,3908.0,79.0,4966.0,21.0,4367.0,3.0,22412.0
Santiago Del Estero,Ojo de Agua,29.0,1392.0,45.0,1714.0,10.0,1633.0,1.0,10269.0
Santiago Del Estero,Quebrachos,27.0,1286.0,43.0,1585.0,16.0,1324.0,1.0,8141.0
Santiago Del Estero,Juan Felipe Ibarra,31.0,2152.0,49.0,3004.0,18.0,2585.0,2.0,12826.0
Santiago Del Estero,Guasayán,18.0,900.0,23.0,1095.0,16.0,941.0,1.0,6315.0
Santiago Del Estero,Choya,40.0,3746.0,48.0,5276.0,34.0,4520.0,5.0,30150.0
Santiago Del Estero,Mitre,5.0,112.0,10.0,143.0,4.0,160.0,0.0,1025.0
Santiago Del Estero,Río Hondo,69.0,6377.0,68.0,8569.0,48.0,6856.0,2.0,44835.0
Santiago Del Estero,Jiménez,27.0,1847.0,39.0,2376.0,33.0,2055.0,1.0,12344.0
Santiago Del Estero,Alberdi,36.0,2298.0,58.0,2854.0,24.0,2369.0,1.0,12583.0
Tierra Del Fuego,Río Grande,28.0,8087.0,33.0,11816.0,27.0,9779.0,11.0,69240.0
Tierra Del Fuego,Ushuaia,28.0,6135.0,30.0,8898.0,26.0,7210.0,7.0,57766.0
Tierra Del Fuego,Tolhuin,0.0,581.0,0.0,832.0,0.0,662.0,0.0,3952.0
Tucuman,Famaillá,25.0,4239.0,23.0,5489.0,18.0,4607.0,5.0,28334.0
Tucuman,Chicligasta,47.0,7651.0,41.0,10719.0,33.0,8977.0,8.0,64961.0
Tucuman,La Cocha,17.0,1894.0,18.0,2557.0,15.0,2282.0,1.0,14463.0
Tucuman,Tafí Viejo,61.0,15052.0,49.0,21744.0,42.0,17829.0,3.0,118252.0
Tucuman,Río Chico,30.0,5525.0,30.0,7740.0,30.0,6483.0,2.0,45179.0
Tucuman,Monteros,43.0,6523.0,40.0,9280.0,28.0,7910.0,8.0,53756.0
Tucuman,Juan Bautista Alberdi,19.0,2908.0,19.0,4124.0,15.0,3462.0,1.0,24251.0
Tucuman,Tafí del Valle,25.0,1828.0,24.0,2606.0,16.0,2135.0,4.0,15813.0
Tucuman,Cruz Alta,94.0,21071.0,76.0,29374.0,58.0,23883.0,10.0,153360.0
Tucuman,Simoca,52.0,3132.0,52.0,4427.0,34.0,3591.0,3.0,25796.0
Tucuman,Graneros,30.0,1434.0,30.0,1880.0,24.0,1613.0,4.0,10612.0
Tucuman,Leales,73.0,5678.0,73.0,7892.0,55.0,6716.0,4.0,46066.0
Tucuman,Trancas,25.0,2185.0,25.0,2854.0,19.0,2478.0,4.0,15921.0
Tucuman,Capital,234.0,44089.0,138.0,60342.0,154.0,50598.0,61.0,432260.0
Tucuman,Lules,40.0,8542.0,32.0,12694.0,25.0,9951.0,2.0,62277.0
Tucuman,Burruyacú,57.0,4330.0,57.0,6034.0,45.0,4942.0,3.0,30153.0
Tucuman,Yerba Buena,37.0,8420.0,32.0,11860.0,30.0,10036.0,0.0,72273.0
